event,person.properties.email,properties.screenName,properties.$lib,timestamp,properties.$current_url
$pageview,,Animation,web,2024-05-06 21:52:58.730000+00:00,capacitor://localhost#/animation
$pageleave,,Communities,web,2024-05-06 21:52:58.729000+00:00,capacitor://localhost#/animation
$pageleave,,Animation/How to latch the baby on/Side-lying,web,2024-05-06 21:52:51.290000+00:00,capacitor://localhost#/communities
$pageview,,Communities,web,2024-05-06 21:52:51.290000+00:00,capacitor://localhost#/communities
$pageview,,Home,web,2024-05-06 21:52:13.494000+00:00,https://localhost/
$pageview,,Events/Colic and Unsettled Behaviour,web,2024-05-06 21:51:47.065000+00:00,https://localhost/#/events/YyAu1hMAACQA-MMx
$pageleave,,Home,web,2024-05-06 21:51:47.063000+00:00,https://localhost/#/events/YyAu1hMAACQA-MMx
$pageview,,Home,web,2024-05-06 21:51:28.044000+00:00,https://localhost/
$pageleave,,Anya,web,2024-05-06 21:51:28.042000+00:00,https://localhost/
$pageview,,Animation/How to latch the baby on/Side-lying,web,2024-05-06 21:51:21.546000+00:00,capacitor://localhost#/animation
$pageleave,,Animation/How to latch the baby on/Cross cradle,web,2024-05-06 21:51:21.546000+00:00,capacitor://localhost#/animation
$pageview,,Animation/How to latch the baby on/Cross cradle,web,2024-05-06 21:50:42.510000+00:00,capacitor://localhost#/animation
$pageleave,,Animation,web,2024-05-06 21:50:42.509000+00:00,capacitor://localhost#/animation
$pageview,,Animation,web,2024-05-06 21:50:15.519000+00:00,capacitor://localhost#/animation
$pageview,,Explore,web,2024-05-06 21:50:12.749000+00:00,capacitor://localhost#/explore
$pageleave,,Videos/Antenatal Webinars in the App,web,2024-05-06 21:50:12.748000+00:00,capacitor://localhost#/explore
$pageview,,Videos/Antenatal Webinars in the App,web,2024-05-06 21:50:04.582000+00:00,capacitor://localhost#/videos/YwZ_5BYAACcAPyDz
$pageleave,,Videos,web,2024-05-06 21:50:04.581000+00:00,capacitor://localhost#/videos/YwZ_5BYAACcAPyDz
$pageview,,Videos,web,2024-05-06 21:49:59.384000+00:00,capacitor://localhost#/videos
$pageleave,,Explore,web,2024-05-06 21:49:59.383000+00:00,capacitor://localhost#/videos
$pageleave,,Home,web,2024-05-06 21:49:32.855000+00:00,capacitor://localhost#/explore
$pageview,,Explore,web,2024-05-06 21:49:32.855000+00:00,capacitor://localhost#/explore
$pageleave,,Events/Specialist IBCLC-led drop in session,web,2024-05-06 21:49:27.148000+00:00,capacitor://localhost#/
$pageview,,Home,web,2024-05-06 21:49:27.148000+00:00,capacitor://localhost#/
$pageview,,Events/Specialist IBCLC-led drop in session,web,2024-05-06 21:49:15.573000+00:00,capacitor://localhost#/events/ZhaS9hIAAFEnOLZO
$pageview,,Home,web,2024-05-06 21:49:02.165000+00:00,capacitor://localhost
$pageview,,Anya,web,2024-05-06 21:48:52.380000+00:00,https://localhost/#/anya
$pageleave,,Home,web,2024-05-06 21:48:52.376000+00:00,https://localhost/#/anya
$pageview,,Home,web,2024-05-06 21:48:37.512000+00:00,https://localhost/
$pageview,,MyChats/active,web,2024-05-06 21:30:19.769000+00:00,https://localhost/#/chats
$pageleave,,MyChats/Thread,web,2024-05-06 21:30:19.767000+00:00,https://localhost/#/chats
$pageview,,MyChats/Thread,web,2024-05-06 21:30:12.922000+00:00,https://localhost/#/chats/8d071eba-e0d1-454e-8751-a81ec4e8a89a
$pageleave,,MyChats/active,web,2024-05-06 21:30:12.920000+00:00,https://localhost/#/chats/8d071eba-e0d1-454e-8751-a81ec4e8a89a
$pageview,,MyChats/active,web,2024-05-06 21:30:08.166000+00:00,https://localhost/#/chats
$pageview,,FAQs/05. Breastfeeding and the first few days/answers,web,2024-05-06 21:27:11.294000+00:00,https://localhost/#/faqs/YtnKgxAAACAAGJRQ/YtsAuRAAACAAHged
$pageleave,,FAQs/05. Breastfeeding and the first few days,web,2024-05-06 21:27:11.292000+00:00,https://localhost/#/faqs/YtnKgxAAACAAGJRQ/YtsAuRAAACAAHged
$pageview,,FAQs/05. Breastfeeding and the first few days,web,2024-05-06 21:27:01.187000+00:00,https://localhost/#/faqs/YtnKgxAAACAAGJRQ
$pageleave,,FAQs,web,2024-05-06 21:27:01.186000+00:00,https://localhost/#/faqs/YtnKgxAAACAAGJRQ
$pageview,,FAQs,web,2024-05-06 21:26:57.003000+00:00,https://localhost/#/faqs
$pageleave,,Home,web,2024-05-06 21:26:57.002000+00:00,https://localhost/#/faqs
$pageview,,Home,web,2024-05-06 21:26:54.107000+00:00,https://localhost/
$pageview,,MyChats/Unallocated,web,2024-05-06 21:25:19.029000+00:00,capacitor://localhost#/chats/unallocated
$pageleave,,MyChats,web,2024-05-06 21:25:19.028000+00:00,capacitor://localhost#/chats/unallocated
$pageview,,MyChats,web,2024-05-06 21:25:17.651000+00:00,capacitor://localhost#/chats
$pageview,,MyChats/active,web,2024-05-06 21:25:17.651000+00:00,capacitor://localhost#/chats
$pageleave,,Home,web,2024-05-06 21:25:17.650000+00:00,capacitor://localhost#/chats
$pageview,,Home,web,2024-05-06 21:22:02.232000+00:00,capacitor://localhost
$pageview,,Explore,web,2024-05-06 21:11:16.720000+00:00,https://localhost/#/explore
$pageleave,,Home,web,2024-05-06 21:11:16.718000+00:00,https://localhost/#/explore
$pageview,,Home,web,2024-05-06 21:11:05.994000+00:00,https://localhost/
$pageview,,Home,web,2024-05-06 21:10:26.395000+00:00,https://localhost/
$pageview,,Community/Breastfeeding A New Baby/chat,web,2024-05-06 21:09:13.812000+00:00,https://localhost/#/communities/8c4d3f91-54fc-4ce9-89d0-8add6568a7fa/chat?joined=true
$pageleave,,Communities,web,2024-05-06 21:09:13.811000+00:00,https://localhost/#/communities/8c4d3f91-54fc-4ce9-89d0-8add6568a7fa/chat?joined=true
$pageview,,Communities,web,2024-05-06 21:08:40.075000+00:00,https://localhost/#/communities
$pageleave,,Home,web,2024-05-06 21:08:40.074000+00:00,https://localhost/#/communities
$pageview,,Home,web,2024-05-06 21:08:24.730000+00:00,https://localhost/#/
$pageleave,,Events/Colic and Unsettled Behaviour,web,2024-05-06 21:08:24.728000+00:00,https://localhost/#/
$pageview,,Events/Colic and Unsettled Behaviour,web,2024-05-06 20:58:46.071000+00:00,https://localhost/#/events/YyAu1hMAACQA-MMx
$pageleave,,Home,web,2024-05-06 20:58:46.070000+00:00,https://localhost/#/events/YyAu1hMAACQA-MMx
$pageview,,Home,web,2024-05-06 20:58:28.274000+00:00,https://localhost/#/
$pageleave,,Onboarding/About,web,2024-05-06 20:58:28.271000+00:00,https://localhost/#/
$pageview,,Events/How milk is made and supply concerns,web,2024-05-06 20:57:54.633000+00:00,https://localhost/#/events/YwompxYAACYAT3b3
$pageleave,,Home,web,2024-05-06 20:57:54.630000+00:00,https://localhost/#/events/YwompxYAACYAT3b3
$pageview,,Onboarding/About,web,2024-05-06 20:57:52.824000+00:00,https://localhost/#/onboarding/start
$pageleave,,Onboarding/WelcomeMessage,web,2024-05-06 20:57:52.823000+00:00,https://localhost/#/onboarding/start
$pageleave,,Email Verified,web,2024-05-06 20:57:50.681000+00:00,https://localhost/#/onboarding
$pageview,,Onboarding/WelcomeMessage,web,2024-05-06 20:57:50.681000+00:00,https://localhost/#/onboarding
$pageview,,Home,web,2024-05-06 20:57:24.843000+00:00,capacitor://localhost#/
$pageleave,,Reset Password,web,2024-05-06 20:57:19.579000+00:00,https://localhost/#/auth/signup/verified?token=YjU2MzE0OTMtZjBjNy00NDM5LTlmNGYtNjBkNDZjYzc0MWYx&username=ZW1hY2tyb3J5QGdtYWlsLmNvbQ%3D%3D&usertype=parent&env=prod
$pageview,,Email Verified,web,2024-05-06 20:57:19.579000+00:00,https://localhost/#/auth/signup/verified?token=YjU2MzE0OTMtZjBjNy00NDM5LTlmNGYtNjBkNDZjYzc0MWYx&username=ZW1hY2tyb3J5QGdtYWlsLmNvbQ%3D%3D&usertype=parent&env=prod
$pageleave,,Email Sent,web,2024-05-06 20:57:19.578000+00:00,https://localhost/#/auth/signup/verified?token=YjU2MzE0OTMtZjBjNy00NDM5LTlmNGYtNjBkNDZjYzc0MWYx&username=ZW1hY2tyb3J5QGdtYWlsLmNvbQ%3D%3D&usertype=parent&env=prod
$pageview,,Email Sent,web,2024-05-06 20:57:06.510000+00:00,https://localhost/#/auth/signup/email-sent
$pageleave,,Register,web,2024-05-06 20:57:06.509000+00:00,https://localhost/#/auth/signup/email-sent
$pageview,,Home,web,2024-05-06 20:56:57.449000+00:00,capacitor://localhost
$pageview,,Register,web,2024-05-06 20:56:06.446000+00:00,https://localhost/#/auth/signup/parent
$pageview,,Signup,web,2024-05-06 20:56:03.788000+00:00,https://localhost/#/auth/signup
$pageleave,,Splash,web,2024-05-06 20:56:03.787000+00:00,https://localhost/#/auth/signup
$pageview,,Login,web,2024-05-06 20:55:31.533000+00:00,https://localhost/#/auth/login
$pageleave,,Splash,web,2024-05-06 20:55:31.532000+00:00,https://localhost/#/auth/login
$pageview,,Splash,web,2024-05-06 20:55:30.060000+00:00,https://localhost/#/auth/splash
$pageview,,Login,web,2024-05-06 20:55:26.207000+00:00,https://localhost/#/auth/login
$pageleave,,Splash,web,2024-05-06 20:55:26.205000+00:00,https://localhost/#/auth/login
$pageview,,Splash,web,2024-05-06 20:55:24.872000+00:00,https://localhost/#/auth/splash
$pageleave,,Onboarding/About,web,2024-05-06 20:41:27.130000+00:00,https://localhost/#/
$pageview,,Onboarding/About,web,2024-05-06 20:38:57.826000+00:00,https://localhost/#/onboarding/start
$pageleave,,Onboarding/WelcomeMessage,web,2024-05-06 20:38:57.825000+00:00,https://localhost/#/onboarding/start
$pageview,,Onboarding/WelcomeMessage,web,2024-05-06 20:38:56.253000+00:00,https://localhost/#/onboarding
$pageleave,,Email Verified,web,2024-05-06 20:38:56.250000+00:00,https://localhost/#/onboarding
